UID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temp_diff,Power_proxy,Tool_wear_norm,FailureMode
3407,L,299.3,309.1,1388,45.5,38.8,0,0,0,0,0,0,9.800000000000011,6613.471414826993,0.16869565217391302,NORMAL
3408,L,296.8,307.8,1565,39.5,40.8,0,0,0,0,0,0,11.0,6473.513462109567,0.17739130434782607,NORMAL
3409,L,301.8,309.7,1598,30.4,42.8,0,0,0,0,0,0,7.899999999999977,5087.201927908975,0.18608695652173912,NORMAL
3410,L,301.0,310.4,1563,34.4,44.8,0,0,0,0,0,0,9.399999999999977,5630.488017469771,0.19478260869565217,NORMAL
3411,L,299.0,308.6,1587,38.6,46.8,0,0,0,0,0,0,9.600000000000023,6414.9437030711415,0.2034782608695652,NORMAL
3412,L,296.9,307.7,1550,39.7,48.8,0,0,0,0,0,0,10.800000000000011,6443.930131288264,0.21217391304347824,NORMAL
3413,L,302.5,311.4,1759,24.6,50.8,0,0,0,0,0,0,8.899999999999977,4531.370411684846,0.2208695652173913,NORMAL
3414,L,298.8,309.8,1490,40.6,52.8,0,0,0,0,0,0,11.0,6334.916866208699,0.22956521739130434,NORMAL
3415,L,297.9,307.6,1503,40.7,54.8,0,0,0,0,0,0,9.700000000000045,6405.92733215534,0.2382608695652174,NORMAL
3416,L,298.0,309.1,1473,44.3,56.8,0,0,0,0,0,0,11.100000000000023,6833.372428602766,0.24695652173913044,NORMAL
3417,L,303.6,312.4,1781,28.7,58.8,0,0,0,0,0,0,8.799999999999955,5352.718867014873,0.25565217391304346,NORMAL
3418,L,297.4,308.4,1421,46.0,61.6,0,0,0,0,0,0,11.0,6845.111513151681,0.2678260869565217,NORMAL
3419,L,301.8,310.6,2672,11.8,64.4,1,0,0,1,0,0,8.800000000000011,3301.7719910208257,0.27999999999999997,PWF
3420,L,295.6,306.2,1426,48.6,67.2,0,0,0,0,0,0,10.599999999999966,7257.456020910853,0.29217391304347823,NORMAL
3421,L,301.9,310.9,1309,48.0,70.0,1,0,1,0,0,0,9.0,6579.751653678462,0.3043478260869565,HDF
3422,L,297.0,307.6,1513,42.4,72.0,0,0,0,0,0,0,10.600000000000023,6717.897954632318,0.3130434782608695,NORMAL
3423,L,299.8,310.6,1707,32.5,74.0,0,0,0,0,0,0,10.800000000000011,5809.590214650925,0.3217391304347825,NORMAL
3424,L,302.0,310.5,1567,36.1,76.0,0,0,0,0,0,0,8.5,5923.860411437498,0.3304347826086956,NORMAL
3425,L,299.6,311.0,1430,38.3,78.0,0,0,0,0,0,0,11.399999999999977,5735.396268148646,0.3391304347826086,NORMAL
3426,L,298.9,308.6,1481,40.7,80.0,0,0,0,0,0,0,9.700000000000045,6312.161263421197,0.3478260869565217,NORMAL
3427,L,301.1,312.4,1430,37.9,82.0,0,0,0,0,0,0,11.299999999999955,5675.496568220201,0.3565217391304347,NORMAL
3428,L,300.6,309.5,1576,38.8,84.0,0,0,0,0,0,0,8.899999999999977,6403.487361861051,0.36521739130434777,NORMAL
3429,L,300.9,309.5,1612,35.2,86.0,0,0,0,0,0,0,8.600000000000023,5942.050232901783,0.3739130434782608,NORMAL
3430,L,299.9,309.6,1254,61.3,88.8,0,0,0,0,0,0,9.700000000000045,8049.828519999271,0.3860869565217391,NORMAL
3431,L,299.4,308.8,1627,32.6,90.8,0,0,0,0,0,0,9.400000000000034,5554.356755497779,0.3947826086956521,NORMAL
3432,L,300.4,309.6,1523,38.5,92.8,0,0,0,0,0,0,9.200000000000045,6140.2952013188105,0.4034782608695651,NORMAL
3433,L,303.7,313.1,1423,41.2,94.8,1,0,1,0,0,0,9.400000000000034,6139.467915253365,0.41217391304347817,HDF
3434,L,302.1,310.5,1559,36.0,96.8,0,0,0,0,0,0,8.399999999999977,5877.291536335785,0.4208695652173912,NORMAL
3435,L,297.2,308.3,1656,30.3,98.8,0,0,0,0,0,0,11.100000000000023,5254.5022086881445,0.42956521739130427,NORMAL
3436,L,298.9,310.3,1484,43.8,100.8,0,0,0,0,0,0,11.400000000000034,6806.700306973788,0.4382608695652173,NORMAL
3437,L,300.7,311.0,1377,49.9,103.6,0,0,0,0,0,0,10.300000000000011,7195.535229708598,0.45043478260869557,NORMAL
3438,L,298.0,308.5,1713,25.3,105.6,0,0,0,0,0,0,10.5,4538.438995155423,0.4591304347826086,NORMAL
3439,L,298.4,308.6,1477,44.0,107.6,0,0,0,0,0,0,10.200000000000045,6805.527445716449,0.46782608695652167,NORMAL
3440,L,301.5,310.6,1962,20.2,110.4,0,0,0,0,0,0,9.100000000000023,4150.295222804403,0.4799999999999999,NORMAL
3441,L,299.0,310.4,1981,21.2,113.2,0,0,0,0,0,0,11.399999999999977,4397.936499711375,0.49217391304347813,NORMAL
3442,L,299.7,309.1,1473,39.4,115.2,0,0,0,0,0,0,9.400000000000034,6077.536652075599,0.5008695652173912,NORMAL
3443,L,300.6,309.8,1455,48.0,118.0,0,0,0,0,0,0,9.199999999999989,7313.627697557038,0.5130434782608695,NORMAL
3444,L,302.4,310.4,1666,29.7,120.0,0,0,0,0,0,0,8.0,5181.55442727179,0.5217391304347825,NORMAL
3445,L,297.3,308.2,1754,26.8,122.0,0,0,0,0,0,0,10.899999999999977,4922.582472860871,0.5304347826086955,NORMAL
3446,L,300.5,310.8,1728,26.3,124.0,0,0,0,0,0,0,10.300000000000011,4759.135879070106,0.5391304347826086,NORMAL
3447,L,303.0,312.6,1451,42.1,126.0,0,0,0,0,0,0,9.600000000000023,6397.026152970168,0.5478260869565216,NORMAL
3448,L,299.3,309.2,1775,24.2,128.0,0,0,0,0,0,0,9.899999999999977,4498.237081164985,0.5565217391304347,NORMAL
3449,L,298.4,308.0,1515,42.8,130.0,0,0,0,0,0,0,9.600000000000023,6790.238361468979,0.5652173913043477,NORMAL
3450,L,297.2,308.5,1550,41.5,132.0,0,0,0,0,0,0,11.300000000000011,6736.098248072115,0.5739130434782608,NORMAL
3451,L,301.3,310.3,1419,55.7,134.8,1,0,1,0,0,0,9.0,8276.871421074206,0.586086956521739,HDF
3452,L,300.9,310.8,1490,38.1,136.8,0,0,0,0,0,0,9.900000000000034,5944.835778387966,0.5947826086956521,NORMAL
3453,L,298.1,307.7,2567,12.8,139.6,1,0,0,1,0,0,9.599999999999966,3440.8398258197326,0.6069565217391304,PWF
3454,L,297.3,308.7,1551,40.0,141.6,0,0,0,0,0,0,11.399999999999977,6496.813607623693,0.6156521739130435,NORMAL
3455,L,301.1,311.1,1470,40.9,143.6,0,0,0,0,0,0,10.0,6296.065837059304,0.6243478260869565,NORMAL
3456,L,302.4,310.2,1445,46.4,146.4,1,0,1,0,0,0,7.800000000000011,7021.250141262947,0.6365217391304349,HDF
3457,L,298.4,309.5,1357,50.1,149.2,0,0,0,0,0,0,11.100000000000023,7119.4458556386535,0.6486956521739131,NORMAL
3458,L,297.4,308.7,1545,36.9,151.2,0,0,0,0,0,0,11.300000000000011,5970.125599249363,0.6573913043478261,NORMAL
3459,L,300.2,311.5,1528,36.1,153.2,0,0,0,0,0,0,11.300000000000011,5776.425468204528,0.6660869565217392,NORMAL
3460,L,300.1,309.3,1841,23.0,156.0,0,0,0,0,0,0,9.199999999999989,4434.148591031753,0.6782608695652175,NORMAL
3461,L,303.7,312.5,1641,36.0,158.0,0,0,0,0,0,0,8.800000000000011,6186.42425344902,0.6869565217391306,NORMAL
3462,L,301.4,310.8,1389,52.7,160.8,1,0,1,0,0,0,9.400000000000034,7665.517490685631,0.6991304347826088,HDF
3463,L,301.4,311.0,1533,45.8,163.6,0,0,0,0,0,0,9.600000000000023,7352.520614608479,0.7113043478260872,NORMAL
3464,L,298.7,309.7,1293,59.1,166.4,0,0,0,0,0,0,11.0,8002.296223150458,0.7234782608695655,NORMAL
3465,L,303.0,312.3,1480,41.4,168.4,0,0,0,0,0,0,9.300000000000011,6416.388835691793,0.7321739130434786,NORMAL
3466,L,297.7,308.7,1688,27.2,170.4,0,0,0,0,0,0,11.0,4808.060948662011,0.7408695652173916,NORMAL
3467,L,297.9,308.6,2262,15.7,173.2,1,0,0,1,0,0,10.700000000000045,3718.954551466525,0.7530434782608699,PWF
3468,L,300.9,312.4,1364,52.5,176.0,0,0,0,0,0,0,11.5,7498.981664118835,0.7652173913043482,NORMAL
3469,L,296.8,307.9,1271,61.4,178.8,1,0,0,0,1,0,11.099999999999966,8172.266857685177,0.7773913043478266,OSF
3470,L,299.3,309.1,1473,40.3,180.8,0,0,0,0,0,0,9.800000000000011,6216.363631437731,0.7860869565217395,NORMAL
3471,L,302.4,311.4,1475,40.4,182.8,0,0,0,0,0,0,9.0,6240.250207580526,0.7947826086956526,NORMAL
3472,L,300.7,311.0,1462,41.9,184.8,0,0,0,0,0,0,10.300000000000011,6414.901815169094,0.8034782608695656,NORMAL
3473,L,298.5,309.5,1579,38.6,186.8,0,0,0,0,0,0,11.0,6382.606242690191,0.8121739130434786,NORMAL
3474,L,296.8,307.6,1588,37.6,188.8,0,0,0,0,0,0,10.800000000000011,6252.690914488741,0.8208695652173917,NORMAL
3475,L,299.0,308.6,1429,37.7,190.0,1,1,0,0,0,0,9.600000000000023,5641.598783487967,0.8260869565217391,TWF
3476,L,298.4,308.7,1523,36.1,2.0,0,0,0,0,0,0,10.300000000000011,5757.523552405431,0.008695652173913044,NORMAL
3477,L,296.8,307.8,1573,36.4,4.0,0,0,0,0,0,0,11.0,5995.9599628373835,0.017391304347826087,NORMAL
3478,L,297.1,308.2,1351,56.6,6.8,0,0,0,0,0,0,11.099999999999966,8007.563626832975,0.029565217391304348,NORMAL
3479,L,301.0,310.3,1617,34.5,8.8,0,0,0,0,0,0,9.300000000000011,5841.9486189829,0.0382608695652174,NORMAL
3480,L,303.5,313.0,1606,34.0,10.8,0,0,0,0,0,0,9.5,5718.117508553903,0.04695652173913044,NORMAL
3481,L,299.9,309.6,1294,49.7,13.6,0,0,0,0,0,0,9.700000000000045,6734.715947304536,0.0591304347826087,NORMAL
3482,L,303.6,312.5,1345,54.1,16.4,1,0,1,0,0,0,8.899999999999977,7619.880621404483,0.07130434782608697,HDF
3483,L,298.9,308.5,1559,34.3,18.4,0,0,0,0,0,0,9.600000000000023,5599.75276934215,0.08000000000000002,NORMAL
3484,L,301.8,310.6,1650,31.9,20.4,0,0,0,0,0,0,8.800000000000011,5511.924310723292,0.08869565217391305,NORMAL
3485,L,298.8,309.9,1486,40.3,22.4,0,0,0,0,0,0,11.099999999999966,6271.22631114492,0.0973913043478261,NORMAL
3486,L,301.9,311.0,1642,33.1,24.4,0,0,0,0,0,0,9.100000000000023,5691.539634704532,0.10608695652173913,NORMAL
3487,L,304.1,313.2,1452,48.0,27.2,0,0,0,0,0,0,9.099999999999966,7298.548052819808,0.1182608695652174,NORMAL
3488,L,297.0,307.7,1502,39.4,29.2,0,0,0,0,0,0,10.699999999999989,6197.189444275321,0.12695652173913044,NORMAL
3489,L,300.1,310.5,1356,45.8,32.0,0,0,0,0,0,0,10.399999999999977,6503.599447755445,0.1391304347826087,NORMAL
3490,L,299.4,308.7,1512,37.2,34.0,0,0,0,0,0,0,9.300000000000011,5890.109234362432,0.14782608695652175,NORMAL
3491,L,300.6,311.9,1472,44.2,36.0,0,0,0,0,0,0,11.299999999999955,6813.318595497351,0.1565217391304348,NORMAL
3492,L,297.4,308.8,1538,41.2,38.0,0,0,0,0,0,0,11.400000000000034,6635.630115010314,0.16521739130434782,NORMAL
3493,L,302.5,311.4,1409,53.1,40.8,1,0,1,0,0,0,8.899999999999977,7834.912166567193,0.17739130434782607,HDF
3494,L,301.9,310.4,1376,54.9,43.6,1,0,1,0,0,0,8.5,7910.7816291513855,0.18956521739130433,HDF
3495,L,297.4,308.5,1496,36.4,45.6,0,0,0,0,0,0,11.100000000000023,5702.451433188001,0.19826086956521738,NORMAL
3496,L,299.3,309.2,1465,41.5,47.6,0,0,0,0,0,0,9.899999999999977,6366.699311887515,0.2069565217391304,NORMAL
3497,L,301.0,311.0,1581,37.0,49.6,0,0,0,0,0,0,10.0,6125.791515234738,0.21565217391304345,NORMAL
3498,L,301.3,310.3,1313,55.6,52.4,1,0,1,0,0,0,9.0,7644.8353390494985,0.2278260869565217,HDF
3499,L,301.0,310.7,1727,34.5,54.4,0,0,0,0,0,0,9.699999999999989,6239.360089662009,0.23652173913043475,NORMAL
3500,L,303.1,312.4,1404,61.5,57.2,1,0,1,1,0,0,9.299999999999955,9042.131975562143,0.24869565217391298,HDF+PWF
3501,L,296.0,306.7,1917,21.0,60.0,0,0,0,0,0,0,10.699999999999989,4215.703181852144,0.26086956521739124,NORMAL
3502,L,297.5,308.3,2564,12.8,62.8,1,0,0,1,0,0,10.800000000000011,3436.818587223139,0.2730434782608695,PWF
3503,L,301.4,311.0,1701,28.4,64.8,0,0,0,0,0,0,9.600000000000023,5058.843818222572,0.28173913043478255,NORMAL
3504,L,297.2,308.5,2182,16.5,67.6,1,0,0,1,0,0,11.300000000000011,3770.2253435731104,0.2939130434782608,PWF
3505,L,300.8,312.4,1825,23.8,70.4,0,0,0,0,0,0,11.599999999999966,4548.502563622422,0.306086956521739,NORMAL
3506,L,300.4,311.4,1424,44.6,72.4,1,0,0,0,0,1,11.0,6650.793535551641,0.31478260869565206,RNF
3507,L,299.0,310.4,1565,36.1,74.4,0,0,0,0,0,0,11.399999999999977,5916.299645117858,0.3234782608695651,NORMAL
3508,L,297.6,308.6,1393,40.4,76.4,0,0,0,0,0,0,11.0,5893.334602820118,0.33217391304347815,NORMAL
3509,L,299.7,309.3,1434,38.5,78.4,0,0,0,0,0,0,9.600000000000023,5781.472960401296,0.3408695652173912,NORMAL
3510,L,298.3,308.4,1585,30.6,80.4,0,0,0,0,0,0,10.099999999999966,5079.012843058618,0.34956521739130425,NORMAL
3511,L,302.3,311.3,1682,34.4,82.4,0,0,0,0,0,0,9.0,6059.16880702761,0.3582608695652173,NORMAL
3512,L,303.0,312.5,1461,40.2,84.4,0,0,0,0,0,0,9.5,6150.421601638882,0.36695652173913035,NORMAL
3513,L,297.9,309.5,1390,47.9,87.2,0,0,0,0,0,0,11.600000000000023,6972.346015622067,0.3791304347826086,NORMAL
3514,L,298.1,307.7,1767,27.0,89.2,0,0,0,0,0,0,9.599999999999966,4996.074797003848,0.38782608695652165,NORMAL
3515,L,297.5,308.8,1477,39.0,91.2,0,0,0,0,0,0,11.300000000000011,6032.172054157761,0.39652173913043465,NORMAL
3516,L,303.9,312.6,1642,32.3,93.2,0,0,0,0,0,0,8.700000000000045,5553.979764379346,0.4052173913043477,NORMAL
3517,L,304.0,313.2,1615,37.8,95.2,0,0,0,0,0,0,9.199999999999989,6392.82689078987,0.41391304347826074,NORMAL
3518,L,299.8,309.7,1429,42.6,97.2,0,0,0,0,0,0,9.899999999999977,6374.856980811337,0.4226086956521738,NORMAL
3519,L,302.4,310.4,1456,47.6,100.0,0,0,0,0,0,0,8.0,7257.665460421093,0.43478260869565205,NORMAL
3520,L,300.1,309.4,1434,47.3,102.8,1,0,1,0,0,0,9.299999999999955,7102.952494207307,0.4469565217391303,HDF
3521,L,299.3,309.1,1531,37.9,104.8,0,0,0,0,0,0,9.800000000000011,6076.353318842746,0.45565217391304336,NORMAL
3522,L,300.4,309.7,1534,42.5,106.8,0,0,0,0,0,0,9.300000000000011,6827.204435026219,0.4643478260869564,NORMAL
3523,L,298.6,309.5,1325,52.2,109.6,0,0,0,0,0,0,10.899999999999977,7242.9418628512685,0.4765217391304346,NORMAL
3524,L,296.7,307.8,1605,31.3,111.6,0,0,0,0,0,0,11.100000000000023,5260.7539780687885,0.48521739130434766,NORMAL
3525,L,303.5,312.9,1501,44.0,113.6,0,0,0,0,0,0,9.399999999999977,6916.1115071228105,0.4939130434782607,NORMAL
3526,L,301.9,310.5,1477,42.4,115.6,0,0,0,0,0,0,8.600000000000023,6558.053720417668,0.5026086956521738,NORMAL
3527,L,301.9,311.0,1289,54.9,118.4,1,0,1,0,0,0,9.100000000000023,7410.608662773354,0.5147826086956521,HDF
3528,L,298.5,308.7,1575,33.9,120.4,0,0,0,0,0,0,10.199999999999989,5591.249525226434,0.5234782608695651,NORMAL
3529,L,298.8,309.1,1489,49.1,123.2,0,0,0,0,0,0,10.300000000000011,7656.050824822813,0.5356521739130433,NORMAL
3530,L,296.8,307.6,1338,44.4,125.2,0,0,0,0,0,0,10.800000000000011,6221.107436344651,0.5443478260869563,NORMAL
3531,L,301.7,311.1,1469,37.2,127.2,0,0,0,0,0,0,9.400000000000034,5722.599514073024,0.5530434782608694,NORMAL
3532,L,303.6,312.4,1418,46.0,130.0,1,0,1,0,0,0,8.799999999999955,6830.660186945168,0.5652173913043477,HDF
3533,L,302.3,311.7,1544,43.2,132.0,0,0,0,0,0,0,9.399999999999977,6984.891442285403,0.5739130434782608,NORMAL
3534,L,300.2,311.5,1492,41.8,134.0,0,0,0,0,0,0,11.300000000000011,6530.910359890653,0.5826086956521738,NORMAL
3535,L,303.4,311.5,1424,50.8,136.8,1,0,1,0,0,0,8.100000000000023,7575.343309552092,0.5947826086956521,HDF
3536,L,300.0,311.5,1666,32.0,138.8,0,0,0,0,0,0,11.5,5582.819584939302,0.6034782608695651,NORMAL
3537,L,299.4,308.7,1553,42.7,140.8,0,0,0,0,0,0,9.300000000000011,6944.291593225511,0.6121739130434782,NORMAL
3538,L,297.0,307.7,1315,60.1,143.6,0,0,0,0,0,0,10.699999999999989,8276.159326739391,0.6243478260869565,NORMAL
3539,L,298.7,309.8,1402,54.3,146.4,0,0,0,0,0,0,11.100000000000023,7972.168349602531,0.6365217391304349,NORMAL
3540,L,299.8,309.5,1739,27.5,148.4,0,0,0,0,0,0,9.699999999999989,5007.960489209929,0.6452173913043479,NORMAL
3541,L,297.4,308.8,1467,39.0,150.4,0,0,0,0,0,0,11.400000000000034,5991.3313496610945,0.6539130434782608,NORMAL
3542,L,300.7,311.0,1318,48.2,153.2,0,0,0,0,0,0,10.300000000000011,6652.594715339697,0.6660869565217392,NORMAL
3543,L,302.6,311.4,1738,25.8,155.2,0,0,0,0,0,0,8.799999999999955,4695.6757074675925,0.6747826086956522,NORMAL
3544,L,299.1,308.3,1524,34.1,157.2,0,0,0,0,0,0,9.199999999999989,5442.118121960527,0.6834782608695653,NORMAL
3545,L,302.9,311.0,1820,24.6,160.0,0,0,0,0,0,0,8.100000000000023,4688.512876217407,0.6956521739130436,NORMAL
3546,L,302.7,311.2,1545,35.1,162.0,0,0,0,0,0,0,8.5,5678.89996026159,0.7043478260869567,NORMAL
3547,L,300.3,311.1,1388,49.4,164.8,0,0,0,0,0,0,10.800000000000011,7180.3403932407355,0.7165217391304349,NORMAL
3548,L,299.4,309.0,1800,24.3,166.8,0,0,0,0,0,0,9.600000000000023,4580.442088933918,0.725217391304348,NORMAL
3549,L,300.6,312.0,1566,30.1,168.8,0,0,0,0,0,0,11.399999999999977,4936.133209173355,0.733913043478261,NORMAL
3550,L,304.0,313.2,1416,46.0,171.6,1,0,1,0,0,0,9.199999999999989,6821.02596947416,0.7460869565217394,HDF
3551,L,298.8,308.4,1473,41.1,173.6,0,0,0,0,0,0,9.599999999999966,6339.765390870739,0.7547826086956524,NORMAL
3552,L,297.5,308.5,1375,55.6,176.4,0,0,0,0,0,0,11.0,8005.825278897988,0.7669565217391308,NORMAL
3553,L,297.8,307.8,1761,28.9,178.4,0,0,0,0,0,0,10.0,5329.492025329333,0.7756521739130438,NORMAL
3554,L,298.9,310.2,1445,40.0,180.4,0,0,0,0,0,0,11.300000000000011,6052.801845916334,0.7843478260869567,NORMAL
3555,L,301.1,312.3,1534,39.0,182.4,0,0,0,0,0,0,11.199999999999989,6264.964069788765,0.7930434782608698,NORMAL
3556,L,301.6,310.6,1418,43.9,184.4,1,0,1,0,0,0,9.0,6518.825700149845,0.8017391304347828,HDF
3557,L,298.8,309.7,1424,49.6,187.2,0,0,0,0,0,0,10.899999999999977,7396.3981920036185,0.8139130434782612,NORMAL
3558,L,302.4,310.4,1865,23.9,190.0,0,0,0,0,0,0,8.0,4667.726004826154,0.8260869565217395,NORMAL
3559,L,300.8,312.4,1365,44.5,192.0,0,0,0,0,0,0,11.599999999999966,6360.939725355934,0.8347826086956526,NORMAL
3560,L,298.1,307.6,1364,53.8,194.8,1,0,0,0,1,0,9.5,7684.670733897015,0.8469565217391308,OSF
3561,L,301.5,311.1,1434,49.6,197.6,0,0,0,0,0,0,9.600000000000023,7448.339190542969,0.8591304347826092,NORMAL
3562,L,297.5,308.5,1546,40.4,199.6,0,0,0,0,0,0,11.0,6540.628353165756,0.8678260869565222,NORMAL
3563,L,300.2,309.5,1417,41.1,201.6,1,0,1,0,0,0,9.300000000000011,6098.74240248733,0.8765217391304353,HDF
3564,L,297.3,308.7,1619,31.6,203.6,0,0,0,0,0,0,11.399999999999977,5357.504559823842,0.8852173913043483,NORMAL
3565,L,300.9,311.5,1505,41.1,205.6,0,0,0,0,0,0,10.600000000000023,6477.492812804115,0.8939130434782614,NORMAL
3566,L,297.4,308.8,1447,58.1,206.0,1,1,0,1,1,0,11.400000000000034,8803.863116738381,0.8956521739130435,TWF+PWF+OSF
3567,L,301.5,310.5,1453,44.2,2.0,0,0,0,0,0,0,9.0,6725.374945147862,0.008695652173913044,NORMAL
3568,L,301.2,311.0,1612,32.9,4.0,0,0,0,0,0,0,9.800000000000011,5553.791268820131,0.017391304347826087,NORMAL
3569,L,301.0,310.9,1740,28.9,6.0,0,0,0,0,0,0,9.899999999999977,5265.9376059472115,0.02608695652173913,NORMAL
3570,L,299.6,311.1,1679,30.7,8.0,0,0,0,0,0,0,11.5,5397.811193569398,0.034782608695652174,NORMAL
3571,L,300.5,309.8,1367,54.0,10.8,1,0,1,0,0,0,9.300000000000011,7730.202883423045,0.04695652173913044,HDF
3572,L,295.5,306.1,1573,35.1,12.8,0,0,0,0,0,0,10.600000000000023,5781.818535593192,0.05565217391304348,NORMAL
3573,L,300.7,309.6,1661,30.3,14.8,0,0,0,0,0,0,8.900000000000034,5270.367251588773,0.06434782608695652,NORMAL
3574,L,304.1,313.6,1556,37.4,16.8,0,0,0,0,0,0,9.5,6094.103317335529,0.07304347826086957,NORMAL
3575,L,300.9,310.6,1504,46.4,19.6,0,0,0,0,0,0,9.700000000000045,7307.930942878529,0.08521739130434783,NORMAL
3576,L,299.7,310.6,1675,31.3,21.6,0,0,0,0,0,0,10.900000000000034,5490.194961535963,0.09391304347826088,NORMAL
3577,L,301.3,310.3,1560,36.3,23.6,0,0,0,0,0,0,9.0,5930.0702929160925,0.10260869565217393,NORMAL
3578,L,299.7,309.3,1779,25.5,25.6,0,0,0,0,0,0,9.600000000000023,4750.559331125806,0.11130434782608696,NORMAL
3579,L,300.4,311.4,1662,29.3,27.6,0,0,0,0,0,0,11.0,5099.496027160024,0.12000000000000001,NORMAL
3580,L,299.3,309.2,1511,37.2,29.6,0,0,0,0,0,0,9.899999999999977,5886.2136594719805,0.12869565217391304,NORMAL
3581,L,302.3,311.3,1614,34.1,31.6,0,0,0,0,0,0,9.0,5763.503050422763,0.1373913043478261,NORMAL
3582,L,299.1,310.4,1657,31.0,33.6,0,0,0,0,0,0,11.299999999999955,5379.139661231564,0.14608695652173914,NORMAL
3583,L,303.7,312.4,1718,26.5,35.6,0,0,0,0,0,0,8.699999999999989,4767.57629133275,0.1547826086956522,NORMAL
3584,L,299.1,308.4,1543,37.9,37.6,0,0,0,0,0,0,9.299999999999955,6123.979863471167,0.1634782608695652,NORMAL
3585,L,296.8,307.6,1513,40.0,39.6,0,0,0,0,0,0,10.800000000000011,6337.639579841809,0.17217391304347826,NORMAL
3586,L,300.6,312.0,1430,42.7,41.6,0,0,0,0,0,0,11.399999999999977,6394.292967361546,0.1808695652173913,NORMAL
3587,L,301.7,311.2,1521,36.7,43.6,0,0,0,0,0,0,9.5,5845.530034607992,0.18956521739130436,NORMAL
3588,L,303.3,311.6,1514,34.7,45.6,0,0,0,0,0,0,8.300000000000011,5501.536111015422,0.1982608695652174,NORMAL
3589,L,301.9,311.0,1353,43.8,47.6,1,0,1,0,0,0,9.100000000000023,6205.839296048205,0.20695652173913043,HDF
3590,L,300.6,310.1,1297,50.0,50.4,0,0,0,0,0,0,9.5,6791.076119509937,0.21913043478260869,NORMAL
3591,L,303.3,312.5,1968,20.6,53.2,0,0,0,0,0,0,9.199999999999989,4245.422648355103,0.23130434782608694,NORMAL
3592,L,298.1,307.8,1606,33.0,55.2,0,0,0,0,0,0,9.699999999999989,5549.937581831729,0.24,NORMAL
3593,L,303.9,313.1,1310,62.9,58.0,1,0,1,1,0,0,9.200000000000045,8628.803102104846,0.25217391304347825,HDF+PWF
3594,L,300.0,311.5,1455,41.7,60.0,0,0,0,0,0,0,11.5,6353.714062252678,0.2608695652173913,NORMAL
3595,L,299.3,308.7,1802,26.0,62.8,0,0,0,0,0,0,9.399999999999977,4906.329966866299,0.2730434782608695,NORMAL
3596,L,297.0,308.2,1577,29.4,64.8,0,0,0,0,0,0,11.199999999999989,4855.205782416881,0.28173913043478255,NORMAL
3597,L,298.5,309.6,1861,26.9,67.6,0,0,0,0,0,0,11.100000000000023,5242.365189069776,0.2939130434782608,NORMAL
3598,L,298.8,308.4,1737,27.7,69.6,0,0,0,0,0,0,9.599999999999966,5038.580545606917,0.30260869565217385,NORMAL
3599,L,297.4,308.5,1295,52.1,72.4,0,0,0,0,0,0,11.100000000000023,7065.389518045884,0.31478260869565206,NORMAL
3600,L,298.7,309.9,1621,34.1,74.4,0,0,0,0,0,0,11.199999999999989,5788.499655969826,0.3234782608695651,NORMAL
3601,L,300.1,309.3,1340,56.0,77.2,1,0,1,0,0,0,9.199999999999989,7858.170424179269,0.33565217391304336,HDF
3602,L,297.6,308.4,1626,32.4,79.2,0,0,0,0,0,0,10.799999999999955,5516.888027115963,0.3443478260869564,NORMAL
3603,L,298.8,309.8,1753,27.5,81.2,0,0,0,0,0,0,11.0,5048.277594930998,0.35304347826086946,NORMAL
3604,L,298.4,308.0,1380,47.6,84.0,0,0,0,0,0,0,9.600000000000023,6878.8312743002125,0.3652173913043477,NORMAL
3605,L,297.9,307.8,1373,50.2,86.8,0,0,0,0,0,0,9.900000000000034,7217.767233720502,0.377391304347826,NORMAL
3606,L,300.9,310.6,1350,53.8,89.6,0,0,0,0,0,0,9.700000000000045,7605.795814340889,0.3895652173913042,NORMAL
3607,L,301.4,311.1,1952,22.7,92.4,0,0,0,0,0,0,9.700000000000045,4640.174237254172,0.40173913043478243,NORMAL
3608,L,298.5,309.3,1570,40.1,94.4,0,0,0,0,0,0,10.800000000000011,6592.8416230684215,0.4104347826086955,NORMAL
3609,L,300.9,309.6,1384,42.4,96.4,1,0,1,0,0,0,8.700000000000045,6145.122782029826,0.41913043478260853,HDF
3610,L,300.2,309.5,1729,28.4,98.4,0,0,0,0,0,0,9.300000000000011,5142.1169674937255,0.4278260869565216,NORMAL
3611,L,299.6,311.1,1521,37.2,100.4,0,0,0,0,0,0,11.5,5925.169408376493,0.4365217391304346,NORMAL
3612,L,297.5,308.5,1335,48.0,103.2,0,0,0,0,0,0,11.0,6710.441908067798,0.4486956521739129,NORMAL
3613,L,302.3,311.3,1324,47.8,106.0,1,0,1,0,0,0,9.0,6627.420086208931,0.46086956521739114,HDF
3614,L,301.3,310.3,1555,41.2,108.0,0,0,0,0,0,0,9.0,6708.975831496124,0.46956521739130413,NORMAL
3615,L,301.6,310.7,1683,29.7,110.0,0,0,0,0,0,0,9.099999999999966,5234.427431631706,0.4782608695652172,NORMAL
3616,L,301.4,310.5,1380,48.4,112.8,1,0,1,0,0,0,9.100000000000023,6994.441883952316,0.49043478260869544,HDF
